date,AAPL,Return,42d,252d,Mov_Vol 
2002-12-30,7.03,0.0,7.6890476190476,9.584960317460249,-0.029450437028153705
2002-12-31,7.16,0.018323275149980733,7.669285714285696,9.569920634920566,-0.026761741457792435
2003-01-02,7.4,0.0329700192375699,7.654285714285696,9.553055555555487,-0.028588362147749517
2003-01-03,7.45,0.0067340321813441194,7.636904761904743,9.535833333333263,-0.028916655938025726
2003-01-06,7.45,0.0,7.613333333333314,9.518373015872946,-0.02923642352229262
2003-01-07,7.43,-0.002688173661800414,7.589047619047601,9.502420634920565,-0.02724266320005256
2003-01-08,7.28,-0.020394996521073086,7.5573809523809325,9.486428571428503,-0.027752446351566113
2003-01-09,7.34,0.008207980417829582,7.5416666666666465,9.472619047618979,-0.024445320387763234
2003-01-10,7.36,0.0027210901143608075,7.528333333333313,9.459722222222153,-0.023039266663473272
2003-01-13,7.32,-0.005449604767564703,7.522142857142837,9.447023809523742,-0.02284592898178918
2003-01-14,7.3,-0.00273597981887486,7.509761904761885,9.43404761904755,-0.023316971766510104
2003-01-15,7.22,-0.011019395249610538,7.495952380952362,9.419642857142788,-0.025658126255628137
2003-01-16,7.31,0.012388320856952266,7.4759523809523625,9.407420634920566,-0.02214875159020979
2003-01-17,7.05,-0.03621565693750982,7.4540476190476,9.390793650793585,-0.029383665406662776
2003-01-21,7.01,-0.00568991577767857,7.434761904761886,9.374603174603108,-0.028895768245328395
2003-01-22,6.94,-0.010035926527785455,7.418095238095219,9.358849206349142,-0.02849713699056618
2003-01-23,7.09,0.021383566025322827,7.402142857142838,9.341309523809459,-0.03052257659059114
2003-01-24,6.9,-0.02716392894082239,7.371666666666647,9.322658730158665,-0.0327243963013841
2003-01-27,7.07,0.024339068305267622,7.349285714285695,9.30460317460311,-0.03129969607230115
2003-01-28,7.29,0.03064306611208536,7.332619047619028,9.287341269841207,-0.02947769469273079
2003-01-29,7.47,0.024391453124159048,7.327142857142839,9.271230158730093,-0.027343041988426544
2003-01-30,7.16,-0.04238501817217165,7.310476190476172,9.25182539682533,-0.03279186248452622
2003-01-31,7.18,0.0027894020875785922,7.296904761904743,9.231269841269773,-0.034216246169086244
2003-02-03,7.33,0.020676132838427435,7.290714285714268,9.211944444444377,-0.03209299085859381
2003-02-04,7.3,-0.004101167744214678,7.284047619047602,9.190595238095172,-0.034782281473043485
2003-02-05,7.22,-0.011019395249610538,7.277619047619031,9.168730158730092,-0.035724349027875274
2003-02-06,7.22,0.0,7.275238095238079,9.14841269841263,-0.033764263439461116
2003-02-07,7.07,-0.020994472996253385,7.265714285714269,9.128253968253901,-0.03410932133679394
2003-02-10,7.18,0.015438903151651409,7.260952380952364,9.109047619047551,-0.032459119387125014
2003-02-11,7.18,0.0,7.249999999999984,9.087976190476121,-0.034875345159493046
2003-02-12,7.2,0.0027816429618767705,7.237142857142841,9.067539682539614,-0.033990032421380746
2003-02-13,7.27,0.009675265523418337,7.229523809523793,9.046746031745963,-0.03419142423196937
2003-02-14,7.34,0.009582551080996156,7.228333333333317,9.027063492063423,-0.032521349581177875
2003-02-18,7.64,0.040058760552004954,7.233333333333316,9.009960317460248,-0.028179372800984166
2003-02-19,7.43,-0.02787174444876134,7.230714285714268,8.994563492063422,-0.026467682332880698
2003-02-20,7.39,-0.0053981237695573695,7.233333333333316,8.978015873015803,-0.028185007815674613
2003-02-21,7.5,0.01477528558215446,7.242857142857125,8.965119047618977,-0.02267804060834362
2003-02-24,7.37,-0.0174853143410195,7.249999999999982,8.949246031745961,-0.027311750714440374
2003-02-25,7.51,0.018817759574798056,7.256428571428553,8.931825396825326,-0.02899635933382724
2003-02-26,7.25,-0.03523399690945992,7.25809523809522,8.913611111111042,-0.03089747189125882
2003-02-27,7.43,0.02452438986308435,7.263571428571411,8.899523809523739,-0.024602310864619673
2003-02-28,7.51,0.010709607046375538,7.274999999999983,8.88626984126977,-0.023177387123255268
2003-03-03,7.32,-0.02562513780282316,7.2819047619047454,8.868769841269772,-0.029704186023340896
2003-03-04,7.28,-0.005479465764625596,7.284761904761886,8.849444444444377,-0.032265460566653796
2003-03-05,7.31,0.0041124115530925195,7.28261904761903,8.831746031745963,-0.03000475047916487
2003-03-06,7.28,-0.004112411553092436,7.278571428571411,8.812896825396756,-0.031640204030607945
2003-03-07,7.26,-0.002751033371889982,7.274047619047601,8.793333333333266,-0.03264580666174735
2003-03-10,7.18,-0.011080445776571907,7.268095238095221,8.772896825396757,-0.03406316206255857
2003-03-11,7.11,-0.00979713924498327,7.264047619047602,8.75138888888882,-0.03569392700939016
2003-03-12,7.11,0.0,7.258571428571413,8.730555555555487,-0.03483340793104088
2003-03-13,7.36,0.034557688925635446,7.258571428571413,8.711190476190408,-0.03204189689687334
2003-03-14,7.39,0.004067802219325527,7.260238095238079,8.692023809523743,-0.03168263375573799
2003-03-17,7.51,0.01610773081593295,7.265238095238079,8.67230158730152,-0.03199418220961927
2003-03-18,7.5,-0.0013324452337786009,7.271904761904745,8.652976190476124,-0.03152042066901549
2003-03-19,7.47,-0.004008021397538822,7.275714285714269,8.633293650793584,-0.032077712938497066
2003-03-20,7.45,-0.0026809667532577126,7.285238095238078,8.613412698412631,-0.03239845198960969
2003-03-21,7.5,0.006688988150796489,7.296904761904745,8.594999999999933,-0.030338122551113893
2003-03-24,7.18,-0.04360363748213202,7.3026190476190305,8.575674603174535,-0.032616146669519085
2003-03-25,7.28,0.013831479148461799,7.30714285714284,8.55821428571422,-0.029780269043330386
2003-03-26,7.2,-0.011049836186584935,7.314285714285698,8.540238095238028,-0.030745434173540802
2003-03-27,7.24,0.005540180375615351,7.318333333333317,8.522420634920566,-0.030396435614199878
2003-03-28,7.28,0.0055096558109697,7.3180952380952204,8.50432539682533,-0.030637344561531932
2003-03-31,7.07,-0.029270382300113224,7.30857142857141,8.48384920634914,-0.03452273761197932
2003-04-01,7.08,0.0014134277971469427,7.306666666666648,8.46420634920628,-0.03339502721866719
2003-04-02,7.3,0.030600440448717042,7.309523809523791,8.446031746031677,-0.0306769803435155
2003-04-03,7.23,-0.00963531198367203,7.307142857142839,8.425317460317393,-0.03423612192040313
2003-04-04,7.2,-0.004158010148663677,7.304761904761886,8.40480158730152,-0.03409196461002112
2003-04-07,7.24,0.005540180375615351,7.305238095238076,8.384801587301517,-0.03328296667640909
2003-04-08,7.22,-0.002766253492890185,7.305238095238076,8.36563492063485,-0.03226617866475558
2003-04-09,7.09,-0.018169612360698667,7.3057142857142665,8.3448412698412,-0.03485777205124395
2003-04-10,7.18,0.012614042516096664,7.3057142857142665,8.324007936507867,-0.034572002299645195
2003-04-11,6.6,-0.08422973402775295,7.291904761904743,8.30047619047612,-0.040382739753019946
2003-04-14,6.79,0.028381292538224915,7.282142857142839,8.277817460317388,-0.038443881717419595
2003-04-15,6.7,-0.013343415173684335,7.26857142857141,8.253333333333261,-0.04112199891206235
2003-04-16,6.62,-0.012012156448003545,7.251428571428554,8.227777777777707,-0.04280187830818008
2003-04-17,6.56,-0.009104766992919204,7.225714285714268,8.203412698412627,-0.041614606012909276
2003-04-21,6.57,0.001523229540521638,7.2052380952380775,8.179920634920565,-0.04046830913109472
2003-04-22,6.76,0.028509057558353524,7.190238095238078,8.158055555555487,-0.03755293541604477
2003-04-23,6.79,0.004428051515732004,7.173333333333316,8.136904761904693,-0.03649914970261147
2003-04-24,6.72,-0.01036278703554666,7.157857142857127,8.11638888888882,-0.03594502336515463
2003-04-25,6.68,-0.005970166986503796,7.1380952380952225,8.095039682539614,-0.03721540275282391
2003-04-28,6.93,0.03674182565325755,7.130476190476175,8.07686507936501,-0.03196044965943463
2003-04-29,7.03,0.014326892620761702,7.120952380952365,8.057222222222153,-0.033579112584233545
2003-04-30,7.11,0.01131553799257602,7.111428571428555,8.037261904761834,-0.0337020552901051
2003-05-01,7.18,0.00979713924498326,7.108095238095222,8.018174603174533,-0.03230169969961892
2003-05-02,7.22,0.005555569844601964,7.106666666666652,7.999801587301518,-0.031211859847668805
2003-05-05,8.05,0.10881713852573725,7.1242857142857,7.9850793650792955,-0.023876762305341383
2003-05-06,8.75,0.083381608939051,7.1592857142857005,7.974880952380883,-0.01622206965866174
2003-05-07,8.82,0.007968169649176881,7.196428571428558,7.965317460317391,-0.015217284262596944
2003-05-08,9.0,0.02020270731751947,7.239761904761891,7.95265873015866,-0.019111859637510775
2003-05-09,9.15,0.016529301951210506,7.288333333333319,7.940952380952312,-0.017603794439950537
2003-05-12,9.28,0.01410766751067923,7.339999999999985,7.931507936507867,-0.014381714132230867
2003-05-13,9.34,0.0064447054426421835,7.387142857142841,7.921071428571358,-0.01562865881684727
2003-05-14,9.27,-0.007522872662987524,7.431904761904745,7.90702380952374,-0.020374977230993765
2003-05-15,9.36,0.00966191091173689,7.475952380952365,7.894007936507866,-0.01892475034550939
2003-05-16,9.4,0.004264398786457739,7.521190476190459,7.881309523809454,-0.018456454029786906
2003-05-19,9.05,-0.03794493156412337,7.558809523809507,7.867579365079295,-0.020395187648778425
2003-05-20,8.9,-0.016713480973740667,7.593333333333316,7.8538095238094545,-0.020739093925764614
2003-05-21,8.93,0.003365118150313555,7.6273809523809355,7.8426984126983434,-0.017180580971234777
2003-05-22,9.12,0.021053409197832263,7.673571428571411,7.830634920634851,-0.018122267151406503
2003-05-23,9.16,0.004376374599799003,7.718333333333318,7.81702380952374,-0.02003568690426388
2003-05-27,9.44,0.030109801471370382,7.771666666666651,7.806587301587233,-0.015481869234662233
2003-05-28,9.14,-0.03229559469135059,7.816904761904746,7.795277777777709,-0.017097385686396446
2003-05-29,9.05,-0.009895627754223849,7.859047619047604,7.783611111111043,-0.017720751641266564
2003-05-30,8.98,-0.007764875397726544,7.904523809523795,7.7712301587300905,-0.018785185203756855
2003-06-02,8.73,-0.028234512462597346,7.94380952380951,7.759642857142789,-0.01817636254230903
2003-06-03,8.65,-0.00920604890772285,7.975952380952366,7.748531746031678,-0.01766545529579772
2003-06-04,8.8,0.01719240054037277,8.013333333333318,7.7382539682538996,-0.016251467960224433
2003-06-05,8.82,0.0022701485345390775,8.051904761904748,7.728174603174534,-0.01594232371827815
2003-06-06,8.57,-0.028754137409011508,8.083571428571414,7.718214285714217,-0.01618153777562758
2003-06-09,8.4,-0.020036026760420496,8.11166666666665,7.709087301587234,-0.01524532525074514
2003-06-10,8.59,0.022367030146895995,8.147380952380937,7.7005555555554865,-0.014071387596054329
2003-06-11,8.73,0.016166633855346887,8.184285714285698,7.694603174603106,-0.009988291381791631
2003-06-12,8.89,0.01816167967430231,8.238809523809508,7.689999999999932,-0.007725945648933
2003-06-13,8.71,-0.02045525866140173,8.284523809523792,7.685793650793583,-0.007234534522701532
